(-0.04318495864622429, 0.4498670427730037)
(1.9285593236550151, -0.1410617651762751)
(-1.4821671059119503, -0.44040751272556444)
(-0.1645813634482094, -0.23573078280329662)
(1.5007633287356654, 0.3017806996796447)
(-1.6233142160196463, -0.25658428021222834)
(-0.5049100926386743, 0.06981756386757754)
(0.9665754341243482, 0.10722549094486633)
(1.063161426861031, -0.1674414994652763)
(1.1541570815542292, 0.33906576252957665)
(-1.9358508766036184, 0.4749947646990951)
(-0.40191905663257144, 0.2172511672276909)
(-0.026567246078666784, -0.11581653932640557)
(-1.9308906510761163, -0.3834166322993514)
(-1.7477335885935044, 0.25285512373813346)
(-0.6964373415926666, 0.3780789684949001)
(0.3698048735621504, -0.0911633009525693)
(0.2693949583539954, 0.3586799656749561)
(1.8301786406015852, -0.23125860486812166)
(1.8386343074089888, 0.10178080055517724)
(-1.6176919909577885, -0.2818637992740749)
(1.9963905618868765, -0.12983269017804888)
(-1.3500487569174822, -0.021418053083542277)
(-0.8749557439322095, 0.3027582298794905)
(0.2638834179096774, -0.12804083093076368)
(1.451315008788776, 0.3476732027570095)
(0.40569746777541615, -0.10862429346159641)
(-1.6816256795691853, 0.2871741785452724)
(-1.7027399515152428, 0.18137681113161863)
(1.6945155938032515, 0.46639414811942104)
(1.029614596273305, -0.052537608138913616)
(1.185504997659577, 0.043286035228793596)
(-0.06353560073377285, -0.3689035296969969)
(1.650869058255557, 0.46020324102393784)
(1.132485568417433, -0.19512348380366895)
(-0.46067079657535404, -0.33490986069511197)
(-1.872443442616913, -0.14256314889711585)
(0.38686002651995777, 0.2048904766614239)
(1.8385592406780802, 0.422191413501554)
(1.8709987496404015, 0.10145095576254815)
(0.2772640511837552, 0.2812621819572466)
(0.3345659423630263, -0.1660815060561598)
(-0.18848481086272617, 0.4052597327092917)
(1.7573033539262717, 0.372933452944883)
(-1.321687139797639, 0.033170205887630866)
(-0.5480970003975476, 0.0804588563455072)
(1.816059034376277, -0.3176885836386629)
(1.552604108929195, 0.15494480034457048)
(0.038756260875477455, -0.40615408788155904)
(0.23451858204379405, -0.05583286861035963)
(-1.2842938885324928, -0.20620703155956221)
(-1.0908981188009412, -0.37889860097368555)
(-1.0792525419886712, 0.3680305879639567)
(0.10729283834814662, 0.13888033595529226)
(1.7189235726594942, -0.0029829708371216235)
(0.4178670894224856, 0.3091474881272277)
(1.7099966060472367, 0.47144695365647216)
(-1.875832799063962, -0.1873953834776888)
(-0.33535977347720847, -0.20466265160389774)
(-1.0885544769593412, 0.11496979039667587)
(-1.4337154521613344, 0.14132589501775672)
(1.1300808358958618, -0.01278054532152828)
(-1.4851970931739027, 0.22066567313933838)
(-0.4810764557722189, 0.29708808977253587)
(-0.9705817153805221, -0.34817355344368717)
(1.7929186564711403, -0.1827827255363581)
(1.3922253218767886, -0.40551897067056686)
(-1.7722467199104392, 0.04309912612458)
(0.31840532662944065, 0.16720596855483827)
(0.11195788691601072, -0.49098023482654507)
(-1.0789598361413226, 0.21933092477020333)
(1.8575512211649818, 0.31561141155705974)
(1.3192457613528399, 0.270397304665257)
(0.8850990048061353, 0.06688572759020328)
(0.4701131698589309, 0.37980166091021317)
(0.39699821050282047, 0.2881407429381798)
(0.5138991058926017, 0.3907448594043055)
(0.4673164047716485, 0.41199723926296794)
(-0.5014784164193791, 0.46230547677337464)
(1.2079053313723898, 0.09709660810263199)
(-0.22075901025460487, 0.19628577799844305)
(1.6847368630113158, 0.008368829002778466)
(-1.640204828994368, -0.25074832317633766)
(1.2436385355074964, 0.4742204767215008)
(-0.5985359569653061, 0.4266996469109412)
(1.639334346448186, -0.26252336475532445)
(1.1836977958880137, -0.10571383541811541)
(0.960851714067803, 0.4468395635264054)
(-0.060960696049987106, 0.29586135338189734)
(0.7897222163934239, 0.4269193963937069)
(-1.8850208622423974, 0.4512423415940914)
(-1.8489333424460508, 0.4075548024797079)
(-0.13819531642350524, 0.3330795031355056)
(-0.5537768882038825, 0.08091098546760034)
(1.3975403913395943, 0.16517748459516335)
(-0.6067519495024083, -0.13994129640136366)
(0.3413136435804849, 0.1361006762321295)
(1.4575131446150706, -0.18844922382992046)
(-1.4568824835536218, -0.21203714270713148)
(-0.10064349559281016, -0.2258557018608226)
(1.9997562477133082, 0.4992153214219156)
(0.0540028456610373, -0.007966938571586923)
(1.239327353015681, 0.37211369495558577)
(1.308154338597304, -0.13204002438700246)
(-0.14486349633206608, 0.25277910072628984)
(-0.40565073459291234, -0.1634730915656497)
(-0.7132530217735331, -0.2362976495349559)
(1.4028778249534795, 0.20519621703432878)
(0.6557488587717164, 0.40163142151116693)
(0.3255546638980933, 0.21949520416719925)
(-0.9400231370110488, 0.1107815311330681)
(1.2753082131989166, -0.17658511226601714)
(0.9714547659001309, -0.3747274844948324)
(0.20743279185266195, -0.42710828469717166)
(1.4603337195083856, -0.209218331676999)
(-0.049758854074725356, -0.06145678734748572)
(-1.7345738496223237, 0.17885492631227562)
(-0.03231537713024757, 0.3008255913764454)
(-0.5891751642231662, 0.021851389789348863)
(0.343471863271108, 0.2780163634632976)
(1.5418437040032726, -0.42637255243592576)
(1.042299200934452, 0.4154116427496837)
(0.9380574882083539, -0.11464335015335991)
(0.8608743622559194, -0.2647954866090406)
(-0.8389908681847893, 0.30605934169397)
(-0.1958009943312664, -0.0015524523016751113)
(-0.14154646058328968, 0.388957895867154)
(1.015098393073326, -0.021677112723106906)
(-1.8511559487438571, 0.36342099811762674)
(-0.12200618362114657, -0.24393850194878153)
(0.20252479242423815, -0.23604889705656895)
(-1.6087508602146219, -0.20086014211010927)
(0.40093396177072105, -0.19320874564178758)
(-0.9140640782118692, 0.4769980993572348)
(-1.4213043297086276, 0.1723845885432873)
(0.9623147143784139, -0.29373674283252893)
(-0.0928217505139961, -0.029168551684203847)
(0.8588920071355672, 0.19913218888089512)
(-1.063352024275709, 0.13117104380704003)
(0.45664627769911137, 0.3747175439652435)
(1.9270880025485377, -0.04367144575315762)
(1.0647872117016912, 0.15055634720579214)
(-1.8643278509979386, 0.03812227397310752)
(1.8463862277868137, -0.2321147833032977)
(-1.7009728986954826, -0.3912194179335431)
(-1.1091919351612671, -0.4026741720455618)
(-0.6248273027730757, 0.33945767797189497)
(0.5182712643971721, -0.3469688842405314)
(-1.2342685441980534, 0.32195371351684454)
(-1.09224012492402, 0.2586372569668708)
(-0.9383340577709314, 0.3619797940470284)
(-1.4212158447673975, -0.16740501971037303)
(0.06843341415217363, -0.3883762396932978)
(-0.28244450133281696, -0.11733592551775007)
(0.2784004139876739, 0.13269551329815454)
(-1.3372802450751986, -0.20046970676435816)
(1.1845388899557152, 0.24854667132715624)
(0.07741378374162755, -0.22531171313268394)
(-1.647633978428117, -0.05044501188190054)
(-1.0223938194880433, -0.04968947628695686)
(-1.8506163678957361, -0.17572234994799918)
(-1.1867738325698736, -0.4691380487074699)
(-1.8049776181907262, 0.4688190969741378)
(1.3856364451968024, 0.26093775385222095)
(1.2439289033381131, 0.40994461709574637)
(-1.972726458750853, -0.27612964487513825)
(-1.6977892870372977, -0.33293956992790463)
(0.7434935382265198, 0.06744773029751594)
(-1.3253311194401216, 0.41392138279281243)
(-0.2863929578846278, 0.4140767973612933)
(1.870759259374105, -0.11404262486566097)
(1.6758590965321751, -0.4927559800831701)
(0.605475379388722, 0.29036189814614344)
(0.07451671193721987, 0.1772767071126231)
(1.5562491528010045, -0.21435998448239924)
(-1.5009247897256226, -0.21428321662373517)
(-0.10809686380134087, 0.34780946526458456)
(-0.36379799032704074, -0.4161795141111483)
(0.38947328206371035, 0.3792856458197854)
(1.405145209662006, 0.05014533790852849)
(0.9955491485461598, 0.12268580318501643)
(1.9078825842036462, 0.35679961263012305)
(1.310439661898009, -0.35329447820781723)
(-0.4325402508524663, 0.14115762036428836)
(1.1882710521672868, -0.266316774064549)
(0.8569951450208699, 0.1932432906610615)
(-0.452927072672475, 0.28854240627658756)
(-1.0109761018141552, -0.36021531651866356)
(1.6925740788070418, 0.08536949145355177)
(0.5826423921480006, 0.3717224848906454)
(-1.5738255705594821, 0.10003510108262403)
(-1.8243745209429911, -0.22011328854972434)
(-1.4351047440415496, 0.16586520463249765)
(1.348378998983987, -0.3444045724971848)
(0.7659849812868145, 0.4145796251216367)
(1.6334990674495975, -0.21883727360029648)
(-1.518324139201372, -0.44354438917532635)
(-0.1439840950008784, -0.27582001280519364)
(0.4727571859802886, 0.21695146459842618)
(-1.4307370750894615, 0.1262750719685588)
(-0.5299631363111001, 0.004820434269180551)
(0.7389451288383593, 0.2757782428639346)
(-0.5650767790512514, -0.28384802831653944)
(0.8483812775070687, 0.2961303740927831)
(-1.9922334811205036, -0.04626822406465303)
(-1.0271189880233051, -0.16862078179934858)
(-0.5706234647009727, -0.469090022610838)
(0.5554226081783473, 0.394614675470059)
(1.3445688998771415, 0.02075918081862893)
(1.6460263508589486, 0.20274938429024814)
(-1.8935282486206995, -0.16180179364654768)
(1.4120601891554165, 0.013469749199394698)
(0.32667260315695, -0.45545041874323167)
(-1.2290504914930636, -0.47994313482711337)
(0.8947646021167213, 0.3018595277680982)
(1.7500390219218582, 0.4759292509619356)
(0.458510390037806, -0.40121431952004183)
(1.0063931545070677, 0.1989947280954909)
(-1.794059811711191, -0.4716782984419795)
(0.752159969093313, -0.45038083861790734)
(1.6976352090533662, 0.4140619178150897)
(-1.6736584773100485, 0.19404827898346544)
(1.0257982318656524, -0.22988632389481511)
(-0.5207409240432388, 0.008149217004270848)
(-0.08230310254723294, 0.32001332670981975)
(1.6998628534877893, 0.11572979640635317)
(0.41414579877803126, 0.40173023417675635)
(-1.0340045412639363, 0.26710764869287595)
(1.267526770227525, -0.2671254024651549)
(0.38486552463865253, -0.056467823186837296)
(1.545498073502337, -0.31507652445815904)
(1.8061840807212581, 0.039465131440308276)
(1.2712757996023742, 0.3910818538743952)
(-1.1601029604814386, -0.1200003019320941)
(0.06283297936218624, -0.43438706247245007)
(0.9804022903105527, -0.29306122502942367)
(0.011577464607116728, 0.19210452525755262)
(0.7120763562153276, 0.414739114314038)
(0.12771344399124507, -0.005014456232668496)
(-0.965111109588944, 0.4895570856657222)
(1.9897476277127026, 0.06476702276096147)
(-1.7655106823597504, 0.31291021356208015)
(0.04242766447439372, 0.3113627429279173)
(-0.08493420511908178, 0.40867511089278763)
(-0.5619875217679349, -0.4069407442215257)
(-0.03021219955472043, 0.03654353834005797)
(1.8937769247139342, 0.3433732820805623)
(0.8569186279172554, -0.3736472223871473)
(-1.777549714914875, -0.35796270811859265)
(-0.26924246750405567, -0.05176040765402945)
(-1.4213417853663048, -0.06778578128208157)
(-0.2989927563804051, 0.1039057116711315)
(-1.686620718509411, -0.2697368321940844)
(-1.24288730388318, 0.3569512571752358)
(-0.9787134854034614, -0.28020140526076875)
(-0.9575950290103492, 0.36011760830481476)
(-0.8912312783971981, 0.06297468778181359)
(-1.8343220804446903, -0.2604639076172953)
(0.6758402997589306, 0.017227908077491083)
(-1.910054529149324, -0.40406739306308626)
(1.411683286800991, 0.4908966801760982)
(0.8604251237553227, -0.001512549143396602)
(-0.5696717166466501, 0.050644465117474335)
(1.166697280631642, -0.13946937797086012)
(-1.8235901581265557, 0.07097417589832922)
(1.1613015252401526, -0.3797229105487755)
(-1.747141868238265, -0.3812030821283986)
(-0.15312738791453606, -0.46749654236892424)
(-0.8291880786647412, -0.43916298186549796)
(0.8150608707565339, 0.14208356181359305)
(1.4642457972221479, 0.28750101774105674)
(1.4839968098892253, -0.15162354253008004)
(0.9693223850154595, -0.2598413467760903)
(0.3909011411672654, 0.47950285321157027)
(-1.6945892195591705, 0.08883303404940912)
(0.9675036601981404, -0.05292970484411863)
(-0.8040020612098409, -0.3988754850874132)
(0.18883961705061392, 0.09954974354254287)
(1.8971864476435076, -0.17818865220571944)
(1.0706219880982655, -0.13339346291975052)
(1.3904389037156166, 0.13717820459091412)
(0.55797196213238, 1.876250222039182)
(0.4434576167714641, 2.4249876821599434)
(-0.7508151495845636, 2.198402698243183)
(-0.7962882344106428, 2.153279861068273)
(-0.6145021316736472, 2.433112587807397)
(-0.179519782859356, 2.433191311875467)
(-0.04827937568932872, 2.3932949154728815)
(-0.7933201128986154, 2.3044874052389406)
(0.41857771929548715, 2.048869218107991)
(0.25572762013117734, 2.203211016675633)
(0.7794502289819139, 2.499920397678024)
(-0.26071992057933313, 1.6609463035906482)
(0.8976116700970309, 2.28536380794305)
(-0.1897436004761388, 2.428908517383124)
(0.8265860298816052, 1.895041517755112)
(-0.8048587553564388, 2.267342926898816)
(0.9090123750380203, 2.3091310755326844)
(-0.630448910200291, 1.9280256093938317)
(-0.9707946291905414, 2.436769406625987)
(0.43735016491399836, 2.3925154018025196)
(-0.5318277019856574, 1.8932289645931148)
(-0.3709800110622765, 1.5026272524031903)
(0.2951020525550734, 2.138096299003592)
(-0.13050451296896703, 1.9889894513070332)
(-0.32157527323627777, 1.9063974481174433)
(-0.6232519022735807, 2.045091698858141)
(0.7695424226348673, 1.8394069359230274)
(0.3754738326647926, 1.6036321407829517)
(0.8189761973326044, 2.0230319631718037)
(-0.3417595309843764, 2.042508456159024)
(-0.7308014365653057, 1.8465615993971483)
(-0.3412896206328251, 1.54027043696962)
(0.020500795816019712, 2.3948996589293126)
(0.9266796927678331, 1.9581159051536359)
(0.3999239217349069, 2.1797524652626574)
(0.7634842318086175, 1.9586811271392186)
(-0.5634132378827372, 1.5900881619508689)
(-0.2420458810734507, 2.20961411197044)
(0.2529287832351541, 2.0446883283522643)
(0.6112024847805275, 1.7744794553102112)
(0.42508343990816644, 1.8011673232947683)
(-0.3877225026568796, 2.4956444234158814)
(0.798396256288916, 2.45954864395421)
(0.6312829544839098, 2.378549787986908)
(0.918641097880506, 1.9555909868478527)
(0.028126469466646542, 2.317217120239733)
(-0.01924794785196271, 2.0056834007572384)
(0.5913177944272878, 1.530836419615071)
(-0.32773362594158195, 1.9761452656621894)
(0.5104441547096741, 1.7882095108996587)
(0.19349216378018674, 2.080373056645374)
(-0.018235071617706877, 2.202974058049319)
(-0.3199283749371349, 1.9585167521502198)
(-0.974041329722886, 2.063664975371062)
(0.18206877049127113, 1.7864243021613881)
(-0.8241469766331713, 2.2703563217683986)
(-0.3654807400533957, 1.750514794625849)
(-0.4256277346993551, 2.028271494275244)
(0.9071388625666945, 1.6497379194628738)
(0.3425955164903671, 2.068619077504622)
(-0.4343344234597857, 1.5416423001434758)
(-0.24363463814476782, 2.116759894021102)
(-0.9521061265890198, 2.2848815305616057)
(0.5418837515390174, 1.7297417005782378)
(0.7061800783429075, 2.045622506654401)
(0.7851450717258273, 2.09785824498974)
(0.2294950466148109, 2.3714486113622266)
(-0.9881923138646072, 1.906612404558425)
(0.5786566410026894, 2.2845547661967984)
(0.04157803232149293, 2.364901657247597)
(0.670773830946243, 1.5872410587547705)
(-0.023593868104059723, 1.7519107535960368)
(0.8602589229352573, 1.841779535320641)
(0.023598639627369078, 1.9246808112141016)
(-0.8734396379533864, 1.5507510896959102)
(-0.4121348058316181, 1.6135260124406048)
(0.780284148015941, 1.5439180076013024)
(0.49007359774985004, 1.6582438992654986)
(-0.39410994992430437, 1.7149601216078616)
(0.7477745849698441, 2.1793723438491854)
(-0.02273248730320776, 2.155209328034243)
(-0.526250334287286, 2.252540377088481)
(-0.2219041926922074, 1.737347504131594)
(0.631764834127686, 1.57138406920541)
(-0.8866180090830746, 1.8639159280768842)
(0.8797383664829743, 1.93986690018756)
(-0.1135703997289843, 1.9526507675273446)
(0.0799858409402372, 2.4633287250843616)
(-0.39083389249224054, 2.0559642348143745)
(0.9473581955444377, 1.750487631274685)
(-0.9462421613112946, 1.7154977955052901)
(0.7720932003327394, 1.7061003555515253)
(0.540412068339948, 2.2660045930030925)
(0.838417996799818, 1.6166268708105198)
(0.944925240200416, 2.0327591506950635)
(-0.1765449130206278, 1.6849670684111144)
(0.5261245470977851, 2.007270387815431)
(-0.1839749869789702, 1.5934269794076537)
(-0.10954188175541302, 2.0418893448592565)
(-0.8444901141649748, 1.6206577433178695)
(-0.2087054724364681, 2.302695061269113)
(-0.9629185257413453, 1.875374921617619)
(-0.8633166527797209, 1.898513452658117)
(0.9429272915861331, 2.0007370272367124)
(0.4886126257146728, 2.480520964982981)
(0.03707375098812715, 1.9864026621306539)
(0.6686644022969261, 1.7797804528837036)
(0.4390686899775964, 2.0470640918658956)
(0.24287287969114568, 2.494291387038438)
(-0.5874659067729737, 1.888748736123718)
(-0.42788712364955295, 1.5251030305571183)
(-0.06853429752606788, 1.9418604672247)
(0.9251714841483183, 2.0555620558281666)
(-0.06702416462894645, 1.8331860634029806)
(0.8958327573206, 2.202564991154583)
(0.5072467080145975, 1.7725394206602245)
(-0.43975839891087376, 1.8007101953042892)
(0.31093218511764853, 1.9591002811572817)
(-0.3868316089379471, 2.1432817335144603)
(0.3633301257671717, 1.700128367761697)
(0.7345084275980813, 1.788430947120534)
(-0.7250599428197435, 1.660287589737505)
(-0.7458899417156382, 1.9701342571854505)
(0.9869499087829579, 2.183467766269213)
(-0.020857828098260534, 1.8412015844357192)
(-0.7691553176370576, 2.445314342052468)
(-0.6863631884459307, 1.634611760430194)
(0.8133449864986335, 1.594407064254101)
(-0.3701087970154451, 2.400711629644628)
(0.5048114397372128, 1.8007032158868412)
(0.2209214601863958, 1.7053179644491516)
(0.6078676647912267, 1.7964933630842794)
(-0.7297883097899955, 2.1856740835347135)
(-0.37745076811987666, 2.0371247725800896)
(0.26380693355670926, 2.048399353638455)
(0.4585350936367403, 1.798877225581898)
(0.31877581088705065, 1.9923999823319596)
(0.12352689028479813, 1.9113077844830118)
(0.7638376643822293, 2.2967468244439004)
(-0.7533710617138176, 2.2851560927772736)
(0.8370834783096663, 2.428068735244609)
(-0.23763527923184968, 1.602511375492798)
(0.3898363724007263, 2.184274284520535)
(0.16541263006646156, 2.451958425380677)
(-0.28548916001792546, 2.0061931799480472)
(0.27913551338144393, 1.7346998495128174)
(-0.6566148503333797, 1.7678443461823612)
(-0.09180336966905633, 1.9949140450396126)
(-0.2383920019198058, 2.4055552504302615)
(0.5208242344999547, 1.6775171585551591)
(-0.3574564987689366, 2.266017561167442)
(-0.7098118893845342, 1.782823258836134)
(-0.9962978255162582, 1.5663961078152884)
(0.8595746508103037, 2.238419472340467)
(0.8043029684167493, 1.8990540315173372)
(0.9245291424505391, 1.5114486635292366)
(-0.7071652973309, 2.3106842444013314)
(-0.24549969478043487, 2.0844539612576405)
(0.3449673254693115, 1.5581839009914442)
(-0.25566535056609063, 2.320994421485365)
(0.3351202247278118, 2.1800431516964505)
(0.24295807022853388, 1.9455504705319129)
(0.925637987224873, 1.8092675438009311)
(-0.6873352254091063, 2.4088846253537417)
(-0.8309552443733463, 2.139874277032655)
(0.7707312047266288, 1.9438423679548031)
(0.8282501008927912, 2.2464588730325703)
(-0.42476967099693175, 1.7374174422532134)
(-0.38572316003160334, 1.9609043984893306)
(0.6457705898827755, 2.2546610287209634)
(-0.053804811893411575, 2.1140884917063136)
(-0.5780316378906529, 1.8545546136717346)
(-0.3910575768336686, 1.5884154046556862)
(0.8546302643031269, 2.1013615315157566)
(0.5542670333076953, 1.8677691755184616)
(-0.5496888872705359, 2.1183765510999875)
(0.09798958553114123, 2.1149116344810497)
(0.18295401005711076, 2.2255788281439735)
(-0.012731626755992043, 1.9193989741189785)
(0.369173452284836, 1.9945380737253764)
(-0.12508504576017, 2.108880811963581)
(0.29610520698583964, 2.3348088462689702)
(0.4968076052333732, 1.5616091406259986)
(-0.7919307398938111, 2.230322646187633)
(-0.07219836434405269, 2.3528758424518026)
(0.266060739016992, 1.7577707950721781)
(0.7483659286574811, 2.002946303234724)
(-0.16005387493841394, 1.5774635791857223)
(0.3199617820688061, 1.8445230140008055)
(0.7493133061172481, 2.499562761393846)
(0.6326800242111297, 1.6127268392312977)
(-0.010295990297283453, 2.485288224559472)
(0.7440563751443967, 2.087952525292883)
(-0.3276811732452247, 2.1186011756154084)
(-0.9747661189289005, 1.9229878794010284)
(-0.628484852923157, 2.0943216656685815)
(0.499758075177952, 2.4436063369515684)
(-0.7442119265720879, 2.1757045193319478)
(-0.7385626396451073, 2.4909994265731914)
(-0.23681960587479667, 2.177590795098964)
(0.03518869632601862, 3.9859762584195986)
(-0.3961359586883787, 4.102730713386258)
(-0.10669372978624514, 4.4270646565145695)
(-0.1681333379636023, 4.398487239164125)
(0.14919898595867098, 4.3055476035938245)
(0.4558052831192473, 3.7702172788556307)
(-0.027692283535989737, 3.7950147038492386)
(-0.09450033254869239, 4.198031257769339)
(-0.42787062041359014, 4.152817462245892)
(0.05827367831932506, 4.030677604021826)
(-0.26203849124764456, 4.064398990495976)
(0.377166041442042, 3.53836007674974)
(-0.378929330336901, 4.431637588439151)
(0.4076387867967146, 3.807819289644126)
(-0.3452274838852346, 4.050808344951584)
(-0.17994806259539287, 4.37510620445316)
(-0.2341136468612196, 3.9107838451243087)
(-0.3453466795340975, 4.160511884171406)
(0.20967169623801074, 3.5069491792558853)
(-0.13311196884205911, 4.421281382818943)
(0.0312997181848349, 4.061446004954316)
(-0.4675528110971645, 3.7318168088429795)
(-0.20352360394406177, 4.086757734371796)
(0.45842336956388874, 4.464552189017342)
(0.05091868450028825, 4.195443888345886)
(-0.430500115297745, 4.119156526374459)
(0.47985162247395907, 4.311359706411143)
(0.16346725250513205, 3.968570668269968)
(0.10333473181939246, 4.1741348298432)
(-0.26353257201168057, 4.494613263958098)
(-0.3754239727503752, 3.9940122876779967)
(-0.21632838459523895, 4.422547210760662)
(0.20568623356935278, 3.6089607423672945)
(0.1155128964609844, 4.4936317852780565)
(0.3790471282529825, 4.236451071659465)
(-0.29092921088778834, 3.884552875665695)
(0.1840409970132335, 3.6558966618702655)
(0.07979649575387471, 4.155143035011219)
(0.23609551868706147, 3.5145234729411765)
(-0.23909070938159027, 3.6805308247438084)
(-0.37337226782629396, 3.760803411628869)
(0.024730536154482174, 4.239618728347434)
(0.23788833175509727, 3.678792384509899)
(0.27790289779161637, 4.42761431216832)
(-0.492589576504752, 3.6605845217177224)
(-0.06294453493908592, 4.462013357765203)
(0.07338017923417806, 4.433639795266257)
(0.0620934150021244, 4.271092327996945)
(0.06901465544435392, 4.443504994903809)
(0.4681783891553345, 4.38971246068767)
(-0.007723105684537712, 4.442008167738184)
(0.2638966712630004, 3.9974207366659815)
(-0.205990143463198, 3.5336912618886904)
(-0.3465497189677046, 3.943817030623249)
(-0.20134569358260168, 4.426684184152964)
(-0.3756679805091303, 4.057617838891886)
(-0.30683987465973606, 3.748951922445766)
(0.33065234148199363, 4.236012378519804)
(-0.14104273877108597, 3.9050415673655268)
(0.15642729850643178, 4.151958876210447)
(0.2249224843461599, 3.796669136720502)
